,RaceDesc,OverallJobAccess_D,lowwagelaborforce_D,Access30Transit_D,Access30Transit_ts_D,spatialmismatch_D,SAP,Agency,Language,stage,Age_bin,total_boardings
38430,2,4,3,3,4,2,1,0,1,1,5,97.0
38457,2,4,3,3,4,2,1,0,1,1,5,227.0
38496,2,4,3,3,4,2,1,0,4,1,5,387.0
38533,5,4,3,3,4,2,1,0,1,1,5,602.0
38575,0,4,3,3,4,2,0,1,0,1,4,6.0
38577,0,4,3,3,4,2,0,1,0,1,1,0.0
38578,2,4,3,3,4,2,0,0,1,1,4,0.0
38579,2,4,3,3,4,2,1,0,4,1,5,0.0
38581,4,4,3,3,4,2,1,0,0,1,4,531.0
38620,2,4,3,3,4,2,1,0,4,1,5,16.0
38626,1,4,3,3,4,2,0,1,0,1,1,0.0
38627,2,4,3,3,4,2,1,0,1,1,5,21.0
38639,2,4,3,3,4,2,1,0,1,1,5,82.0
38663,1,4,3,3,4,2,1,2,0,1,5,6.0
38668,1,4,3,3,4,2,0,0,0,1,2,0.0
38669,4,4,3,3,4,2,0,0,0,1,4,5.0
38671,4,4,3,3,4,2,0,0,0,1,0,0.0
38672,0,4,3,3,4,2,1,0,0,1,5,25.0
38677,5,4,3,3,4,2,1,3,0,1,1,0.0
38678,0,4,3,3,4,2,1,3,0,1,1,35.0
38691,4,4,3,3,4,2,1,3,0,1,4,8.0
38695,1,4,3,3,4,2,1,2,0,1,1,29.0
38701,1,4,3,3,4,2,1,3,5,1,5,1.0
38703,0,4,3,3,4,2,0,0,0,1,1,3.0
38705,5,4,3,3,4,2,0,0,0,1,1,0.0
38706,4,4,3,3,4,2,0,0,0,1,3,0.0
38707,0,4,3,3,4,2,0,0,0,1,0,0.0
38708,0,4,4,2,1,4,1,2,0,2,1,0.0
38709,0,4,4,2,1,4,0,1,0,1,1,0.0
38710,5,4,4,2,1,4,0,1,0,1,2,0.0
38711,5,4,4,2,1,4,0,1,0,1,0,0.0
38712,1,4,4,2,1,4,0,0,0,1,1,5.0
38715,4,3,1,4,4,1,1,3,0,1,2,0.0
38716,0,3,1,4,4,1,0,0,0,1,0,4.0
38717,4,3,1,4,4,1,0,0,0,1,1,7.0
38719,0,3,1,4,4,1,0,1,0,1,2,0.0
38720,0,2,1,4,4,2,0,0,0,1,1,18.0
38724,0,2,1,4,4,2,1,0,0,1,5,12.0
38726,2,2,1,4,4,2,1,0,4,1,5,988.0
38758,1,2,1,4,4,2,1,0,5,1,5,0.0
38759,0,2,1,4,4,2,1,0,5,1,5,163.0
38788,0,2,1,4,4,2,1,0,0,1,4,0.0
38789,1,2,1,4,4,2,1,0,5,1,5,8.0
38791,5,2,1,4,4,2,1,0,5,1,5,12.0
38794,3,1,3,4,4,4,0,5,2,1,3,0.0
38795,0,1,3,4,4,4,0,1,0,1,2,0.0
38796,0,1,3,4,4,4,0,1,0,1,0,0.0
38797,2,4,4,4,4,4,0,0,0,3,2,54.0
38813,2,4,4,4,4,4,0,4,4,2,0,2.0
38814,7,4,4,4,4,4,0,0,0,2,0,0.0
38815,6,4,4,4,4,4,1,0,0,2,4,262.0
38855,0,4,4,4,4,4,0,0,0,3,2,0.0
38856,0,4,4,4,4,4,1,3,0,3,3,0.0
38857,2,4,4,4,4,4,0,0,0,2,1,0.0
38858,1,4,4,4,4,4,0,0,0,2,2,0.0
38859,8,4,4,4,4,4,0,0,5,2,0,123.0
38878,1,4,4,4,4,4,0,0,0,1,3,0.0
38879,5,4,4,4,4,4,1,0,0,1,5,0.0
38880,2,4,4,4,4,4,1,0,4,1,5,241.0
38905,0,4,4,4,4,4,0,0,0,1,1,1.0
38906,1,4,4,4,4,4,0,1,0,1,1,0.0
38907,0,4,4,4,4,4,1,3,0,1,2,228.0
38935,8,4,4,4,4,4,0,0,0,1,0,49.0
38944,1,4,4,4,4,4,0,0,0,1,2,4.0
38947,2,4,4,4,4,4,0,0,0,1,1,0.0
38948,1,4,4,4,4,4,0,0,5,1,5,24.0
38950,2,4,3,4,4,3,0,0,0,2,4,5.0
38953,0,4,3,4,4,3,0,0,0,3,4,32.0
38974,2,4,3,4,4,3,1,0,1,2,5,84.0
38979,0,4,3,4,4,3,0,3,0,1,4,0.0
38980,5,4,3,4,4,3,0,0,0,3,1,108.0
38981,5,4,3,4,4,3,0,0,0,3,1,0.0
38982,0,4,3,4,4,3,0,0,0,2,3,56.0
38992,3,4,3,4,4,3,0,0,0,2,2,66.0
39001,0,4,3,4,4,3,0,5,0,2,2,0.0
39002,0,4,3,4,4,3,0,0,0,1,1,15.0
39004,5,4,3,4,4,3,0,0,5,1,4,0.0
39005,0,4,3,4,4,3,0,0,0,1,0,140.0
39030,2,4,3,4,4,3,0,4,5,1,4,363.0
39066,5,4,3,4,4,3,0,0,0,1,3,26.0
39076,4,4,3,4,4,3,1,0,1,1,5,0.0
39077,0,4,3,4,4,3,0,0,0,1,3,0.0
39078,0,4,3,4,4,3,1,3,0,1,5,91.0
39102,6,4,3,4,4,3,1,2,0,1,3,835.0
39140,0,4,3,4,4,3,0,5,0,1,5,0.0
39141,3,4,3,4,4,3,1,3,0,1,1,401.0
39156,0,4,3,4,4,3,0,0,0,1,0,0.0
39157,0,4,3,4,4,3,0,0,0,1,0,2.0
39159,0,4,3,4,4,3,0,0,0,1,0,1.0
39160,0,4,3,4,4,3,0,0,0,1,0,13.0
39165,0,4,3,4,4,3,0,0,0,1,0,6.0
39170,0,4,2,3,2,1,0,0,0,2,0,0.0
39171,1,4,2,3,2,1,0,1,0,1,1,0.0
39172,3,4,2,3,2,1,0,5,2,1,5,0.0
39173,1,4,2,3,2,1,0,4,0,1,2,0.0
39174,1,4,2,3,2,1,0,1,0,1,3,0.0
39175,1,4,2,3,2,1,0,1,0,1,0,0.0
39176,2,4,4,4,4,2,0,0,0,3,4,10.0
39183,0,4,4,4,4,2,0,4,0,1,1,187.0
39216,1,4,4,4,4,2,0,0,0,4,3,20.0
39221,7,4,4,4,4,2,0,0,0,3,3,16.0
39225,0,4,4,4,4,2,0,4,0,1,3,0.0
39226,0,4,4,4,4,2,0,1,0,3,4,0.0
39227,8,4,4,4,4,2,1,2,0,1,4,0.0
39228,0,4,4,4,4,2,0,0,0,2,3,21.0
39240,1,4,4,4,4,2,0,1,0,2,4,0.0
39241,1,4,4,4,4,2,0,1,0,2,4,459.0
39242,1,4,4,4,4,2,1,0,0,3,4,0.0
39243,1,4,4,4,4,2,1,0,0,3,4,459.0
39268,0,4,4,4,4,2,1,3,0,2,0,62.0
39282,1,4,4,4,4,2,1,0,0,2,3,133.0
39306,1,4,4,4,4,2,1,0,0,1,4,5.0
39309,3,4,4,4,4,2,0,0,0,2,2,9.0
39316,3,4,4,4,4,2,1,3,0,3,2,2.0
39318,0,4,4,4,4,2,0,3,0,2,3,0.0
39319,1,4,4,4,4,2,0,4,0,2,1,0.0
39320,0,4,4,4,4,2,0,5,0,2,2,10.0
39325,1,4,4,4,4,2,1,0,0,3,0,0.0
39326,0,4,4,4,4,2,1,2,0,2,5,440.0
39368,1,4,4,4,4,2,1,2,0,2,5,161.0
39400,1,4,4,4,4,2,1,2,0,2,3,196.0
39425,0,4,4,4,4,2,0,0,0,2,2,12.0
39430,6,4,4,4,4,2,1,0,0,3,3,1025.0
39472,3,4,4,4,4,2,1,2,0,2,4,145.0
39488,0,4,4,4,4,2,1,2,0,2,2,0.0
39490,0,4,4,4,4,2,1,0,0,2,3,168.0
39497,6,4,4,4,4,2,1,2,0,2,3,66.0
39504,0,4,4,4,4,2,1,2,0,2,2,148.0
39514,0,4,4,4,4,2,0,1,0,2,3,3.0
39519,0,4,4,4,4,2,1,0,0,1,4,12.0
39524,1,4,4,4,4,2,0,4,5,1,3,0.0
39525,2,4,4,4,4,2,0,0,0,1,1,16.0
39535,0,4,4,4,4,2,1,2,0,1,3,571.0
39578,8,4,4,4,4,2,1,2,0,1,3,0.0
39579,2,4,4,4,4,2,1,2,5,1,4,490.0
39618,4,4,4,4,4,2,1,3,0,1,5,1.0
39619,2,4,4,4,4,2,1,2,0,1,5,305.0
39657,1,4,4,4,4,2,1,3,0,1,5,55.0
39673,0,4,4,4,4,2,1,2,0,1,5,0.0
39674,1,4,4,4,4,2,1,0,0,1,5,871.0
39702,4,4,4,4,4,2,1,0,0,1,1,400.0
39745,1,4,4,4,4,2,0,1,0,1,5,7.0
39746,1,4,4,4,4,2,1,2,0,1,3,446.0
39772,0,4,4,4,4,2,1,2,0,1,4,110.0
39804,0,4,4,4,4,2,1,2,0,1,4,264.0
39844,0,4,4,4,4,2,0,0,0,1,1,188.0
39863,1,4,4,4,4,2,1,3,5,1,5,204.0
39891,0,4,4,4,4,2,0,0,0,1,0,3.0
39894,2,4,4,4,4,2,0,4,0,1,1,0.0
39896,1,4,4,4,4,2,1,2,0,1,2,0.0
39897,0,4,4,4,4,2,1,0,0,1,4,107.0
39917,4,4,4,4,4,2,1,0,0,1,4,153.0
39939,5,4,4,4,4,2,1,2,0,1,4,0.0
39940,2,4,4,4,4,2,0,0,0,1,1,1.0
39943,0,4,4,4,4,2,1,0,0,2,2,0.0
39945,6,4,4,4,4,2,1,2,0,1,4,0.0
39946,0,4,4,4,4,2,1,0,0,1,3,64.0
39957,6,4,4,4,4,2,0,0,0,1,1,1.0
39960,0,4,4,4,4,2,0,1,0,1,2,3.0
39962,0,4,4,4,4,2,1,2,0,2,2,3.0
39963,0,4,4,4,4,2,1,2,0,1,2,66.0
39975,0,4,4,4,4,2,1,4,0,1,0,20.0
39978,0,4,4,4,4,2,1,4,0,1,0,18.0
39982,0,4,4,4,4,2,0,0,0,1,2,11.0
39989,2,4,4,4,4,2,0,0,0,1,1,0.0
39990,4,3,2,3,3,2,1,0,0,1,4,10.0
39995,5,3,2,3,3,2,0,0,0,1,1,5.0
39999,0,3,2,3,3,2,1,2,0,2,4,0.0
40000,0,3,2,3,3,2,0,0,0,2,4,0.0
40001,1,3,2,3,3,2,1,3,0,3,2,3.0
40002,0,3,2,3,3,2,0,4,0,2,1,34.0
40009,0,3,2,3,3,2,0,0,0,4,3,0.0
40010,3,3,2,3,3,2,0,0,0,2,0,0.0
40011,1,3,2,3,3,2,1,3,0,3,4,14.0
40019,1,3,2,3,3,2,1,0,0,1,4,0.0
40020,1,3,2,3,3,2,1,0,0,1,4,126.0
40021,1,3,2,3,3,2,1,2,0,2,4,0.0
40022,1,3,2,3,3,2,1,2,0,2,4,126.0
40103,0,3,2,3,3,2,0,1,0,1,1,4.0
40105,0,3,2,3,3,2,1,2,0,1,5,0.0
40106,0,3,2,3,3,2,1,0,0,1,1,70.0
40114,1,3,2,3,3,2,1,2,0,1,4,2.0
40117,4,3,2,3,3,2,0,0,0,1,4,4.0
40120,1,3,2,3,3,2,0,0,0,1,1,55.0
40127,1,3,2,3,3,2,1,2,0,1,1,0.0
40128,0,3,2,3,3,2,1,0,0,1,5,0.0
40129,2,3,2,3,3,2,1,0,0,1,5,21.0
40135,0,3,2,3,3,2,0,1,0,1,4,0.0
40137,0,3,2,3,3,2,0,1,0,2,4,0.0
40139,0,3,2,3,3,2,0,0,0,1,4,2.0
40140,0,2,2,2,3,3,1,0,5,1,5,0.0
40141,0,2,2,2,3,3,0,0,0,1,1,0.0
40143,0,2,2,2,3,3,0,0,0,1,2,0.0
40144,1,4,1,4,4,1,1,3,5,1,3,70.0
40153,0,4,1,4,4,1,0,0,0,2,3,10.0
40156,0,4,1,4,4,1,0,1,0,1,4,0.0
40157,1,4,1,4,4,1,0,0,0,1,4,78.0
40166,0,4,1,4,4,1,0,4,0,2,1,107.0
40195,0,4,1,4,4,1,0,0,0,2,1,25.0
40209,0,4,1,4,4,1,1,3,0,3,3,61.0
40227,0,4,1,4,4,1,1,3,0,2,3,30.0
40230,0,4,1,4,4,1,1,0,0,2,5,114.0
40242,0,4,1,4,4,1,0,4,0,1,5,0.0
40244,0,4,1,4,4,1,0,4,0,2,5,0.0
40247,1,4,1,4,4,1,0,4,0,1,0,0.0
40248,1,4,1,4,4,1,1,2,0,3,4,0.0
40250,2,4,1,4,4,1,0,0,5,1,4,3.0
40251,4,4,1,4,4,1,0,0,0,1,0,0.0
40255,2,4,1,4,4,1,0,0,0,1,0,0.0
40257,0,1,3,4,4,4,0,4,0,1,2,118.0
40288,4,1,3,4,4,4,0,0,0,1,1,0.0
40289,0,1,3,4,4,4,0,0,0,1,3,10.0
40294,1,1,3,4,4,4,1,2,0,1,2,0.0
40295,1,1,3,4,4,4,1,1,0,1,0,0.0
40296,1,1,3,4,4,4,0,0,5,1,1,0.0
40297,1,4,4,4,4,2,1,0,0,1,3,172.0
40318,1,4,4,4,4,2,1,2,0,1,1,350.0
40342,3,4,4,4,4,2,0,5,2,1,4,136.0
40343,3,4,4,4,4,2,0,5,2,1,4,26.0
40402,3,4,4,4,4,2,1,0,2,2,4,136.0
40403,3,4,4,4,4,2,1,0,2,2,4,26.0
40410,3,4,4,4,4,2,1,3,0,2,0,0.0
40412,1,4,4,4,4,2,1,2,0,3,3,0.0
40413,5,4,4,4,4,2,0,5,5,1,1,0.0
40414,5,4,4,4,4,2,1,2,0,1,3,0.0
40415,0,4,4,4,4,2,0,5,0,2,2,0.0
40416,2,4,4,4,4,2,1,2,0,4,3,0.0
40418,1,4,4,4,4,2,1,2,0,2,3,8.0
40422,1,4,4,4,4,2,0,0,5,2,1,0.0
40424,0,4,4,4,4,2,1,0,0,2,4,0.0
40425,1,4,4,4,4,2,0,0,0,3,2,0.0
40427,0,4,4,4,4,2,0,0,0,3,4,13.0
40433,1,4,4,4,4,2,0,3,0,2,1,0.0
40434,1,4,4,4,4,2,1,3,0,2,4,12.0
40442,1,4,4,4,4,2,0,4,5,1,4,181.0
40462,0,4,4,4,4,2,1,3,0,2,4,5.0
40466,2,4,4,4,4,2,0,1,0,2,3,2.0
40467,4,4,4,4,4,2,1,3,0,1,4,40.0
40475,0,4,4,4,4,2,1,3,0,1,3,21.0
40481,0,4,4,4,4,2,0,1,0,2,1,8.0
40483,4,4,4,4,4,2,1,3,0,2,3,9.0
40487,0,4,4,4,4,2,1,2,0,2,3,0.0
40488,5,4,4,4,4,2,0,4,0,1,2,215.0
40518,0,4,4,4,4,2,1,3,0,1,4,38.0
40535,0,4,4,4,4,2,1,2,0,2,4,0.0
40538,1,4,4,4,4,2,1,3,0,4,4,0.0
40540,1,4,4,4,4,2,1,4,0,5,4,0.0
40542,0,4,4,4,4,2,1,3,0,3,4,271.0
40567,0,4,4,4,4,2,1,2,0,2,5,0.0
40569,0,4,4,4,4,2,0,0,0,2,3,4.0
40572,0,4,4,4,4,2,0,0,0,3,2,0.0
40573,0,4,4,4,4,2,0,0,0,3,2,37.0
40574,0,4,4,4,4,2,0,0,0,4,2,0.0
40575,0,4,4,4,4,2,0,0,0,4,2,37.0
40604,1,4,4,4,4,2,0,1,0,2,2,8.0
40607,3,4,4,4,4,2,1,4,2,4,3,0.0
40608,0,4,4,4,4,2,0,1,0,2,1,0.0
40609,1,4,4,4,4,2,0,4,0,2,1,2.0
40610,0,4,4,4,4,2,1,0,5,3,4,0.0
40613,0,4,4,4,4,2,0,0,0,2,4,1.0
40614,6,4,4,4,4,2,1,3,0,2,4,6.0
40616,1,4,4,4,4,2,1,0,2,2,5,386.0
40638,1,4,4,4,4,2,0,0,0,2,2,40.0
40642,1,4,4,4,4,2,1,3,0,2,3,18.0
40647,3,4,4,4,4,2,0,1,0,2,3,0.0
40648,1,4,4,4,4,2,1,0,0,2,5,0.0
40649,1,4,4,4,4,2,1,2,0,2,4,309.0
40675,0,4,4,4,4,2,1,2,0,2,4,26.0
40688,1,4,4,4,4,2,0,1,0,2,5,0.0
40691,0,4,4,4,4,2,0,0,0,3,3,0.0
40693,0,4,4,4,4,2,1,2,0,2,3,186.0
40720,1,4,4,4,4,2,0,3,0,3,2,0.0
40722,4,4,4,4,4,2,0,0,0,2,2,10.0
40728,1,4,4,4,4,2,0,0,0,2,1,0.0
40729,0,4,4,4,4,2,1,3,0,2,4,0.0
40730,1,4,4,4,4,2,1,3,0,2,4,4.0
40732,0,4,4,4,4,2,1,2,0,2,2,6.0
40735,7,4,4,4,4,2,1,3,0,2,2,0.0
40736,0,4,4,4,4,2,0,0,0,2,4,38.0
40748,8,4,4,4,4,2,0,0,0,2,2,0.0
40750,3,4,4,4,4,2,1,2,0,3,3,331.0
40789,0,4,4,4,4,2,1,2,0,2,1,2.0
40790,7,4,4,4,4,2,1,0,0,2,5,2.0
40792,2,4,4,4,4,2,1,0,0,2,5,140.0
40809,2,4,4,4,4,2,1,0,0,2,5,149.0
40826,1,4,4,4,4,2,0,2,0,1,4,0.0
40827,1,4,4,4,4,2,0,2,0,1,4,17.0
40828,1,4,4,4,4,2,1,0,0,2,4,0.0
40829,1,4,4,4,4,2,1,0,0,2,4,17.0
40840,5,4,4,4,4,2,1,2,0,1,4,740.0
40869,1,4,4,4,4,2,1,2,0,1,1,1.0
40872,6,4,4,4,4,2,0,1,0,1,4,0.0
40873,6,4,4,4,4,2,0,1,0,1,3,0.0
40874,4,4,4,4,4,2,0,0,0,1,0,29.0
40880,6,4,4,4,4,2,0,1,0,1,1,0.0
40881,6,4,4,4,4,2,0,1,0,1,1,58.0
40882,5,4,4,4,4,2,1,2,0,1,4,299.0
40908,0,4,4,4,4,2,1,2,0,1,4,44.0
40921,1,4,4,4,4,2,1,1,0,1,3,0.0
40923,1,4,4,4,4,2,1,0,0,2,3,0.0
40930,0,4,4,4,4,2,0,1,0,1,3,12.0
40931,0,4,4,4,4,2,0,2,0,2,3,0.0
40933,0,4,4,4,4,2,0,2,0,2,3,12.0
40934,0,4,4,4,4,2,1,0,0,3,3,0.0
40936,0,4,4,4,4,2,1,0,0,3,3,12.0
40941,0,4,4,4,4,2,0,1,0,1,2,1.0
40943,0,4,4,4,4,2,1,2,0,1,4,430.0
40977,4,4,4,4,4,2,0,0,0,1,4,11.0
40983,0,4,4,4,4,2,0,3,5,1,5,0.0
40984,1,4,4,4,4,2,0,1,0,1,5,0.0
40987,2,4,4,4,4,2,0,1,4,1,3,0.0
40988,1,4,4,4,4,2,1,2,5,1,4,87.0
41011,1,4,4,4,4,2,0,1,0,1,1,0.0
41012,1,4,4,4,4,2,1,3,0,1,2,2.0
41014,1,4,4,4,4,2,0,5,0,2,4,17.0
41020,1,4,4,4,4,2,1,3,0,1,4,19.0
41027,0,4,4,4,4,2,1,3,0,1,4,0.0
41030,1,4,4,4,4,2,0,0,0,1,1,0.0
41032,6,4,4,4,4,2,1,3,0,1,5,0.0
41034,0,4,4,4,4,2,1,3,0,1,3,116.0
41048,1,4,4,4,4,2,1,0,0,1,4,11.0
41054,0,4,4,4,4,2,1,0,0,1,5,179.0
41067,1,4,4,4,4,2,1,0,0,1,2,93.0
41080,4,4,4,4,4,2,1,0,0,1,5,0.0
41082,0,4,4,4,4,2,1,3,0,1,2,109.0
41089,0,4,4,4,4,2,0,0,0,1,3,1.0
41090,0,4,4,4,4,2,0,0,0,1,1,5.0
41093,6,4,4,4,4,2,0,1,0,1,2,0.0
41095,3,2,3,3,4,4,0,0,2,2,3,17.0
41102,3,2,3,3,4,4,0,0,0,2,2,332.0
41147,2,2,3,3,4,4,1,0,1,2,5,75.0
41172,3,2,3,3,4,4,0,0,2,2,2,68.0
41185,3,2,3,3,4,4,0,0,2,2,2,50.0
41198,1,2,3,3,4,4,0,3,0,2,2,0.0
41199,0,2,3,3,4,4,1,3,0,2,2,0.0
41200,1,2,3,3,4,4,0,0,0,1,2,0.0
41201,1,2,3,3,4,4,0,0,0,1,1,435.0
41234,2,2,3,3,4,4,1,0,0,1,5,0.0
41235,2,2,3,3,4,4,1,0,0,1,5,186.0
41236,2,2,3,3,4,4,1,2,0,2,5,0.0
41237,2,2,3,3,4,4,1,2,0,2,5,186.0
41256,3,2,3,3,4,4,0,0,2,1,1,256.0
41279,4,2,3,3,4,4,0,0,2,1,3,11.0
41282,1,2,3,3,4,4,0,0,5,1,0,0.0
41283,3,2,3,3,4,4,0,0,2,1,2,4.0
41284,3,2,3,3,4,4,0,0,0,1,0,2.0
41285,1,2,3,3,4,4,1,3,0,1,4,5.0
41286,2,2,3,3,4,4,0,1,0,1,3,0.0
41287,1,2,3,3,4,4,0,0,0,1,3,0.0
41288,4,2,3,3,4,4,0,0,0,1,0,0.0
41289,0,4,4,4,4,3,0,0,0,2,3,58.0
41299,0,4,4,4,4,3,0,0,0,3,3,58.0
41309,3,4,4,4,4,3,0,3,0,2,4,0.0
41310,3,4,4,4,4,3,0,1,2,3,4,1.0
41311,0,4,4,4,4,3,0,4,0,3,4,2.0
41312,0,4,4,4,4,3,0,0,0,3,3,69.0
41317,4,4,4,4,4,3,0,0,0,2,3,0.0
41318,5,4,4,4,4,3,1,2,0,1,2,0.0
41319,2,4,4,4,4,3,0,0,5,2,2,2.0
41320,0,4,4,4,4,3,0,4,0,2,1,28.0
41330,0,4,4,4,4,3,0,4,0,1,4,2.0
41331,1,4,4,4,4,3,0,3,0,4,4,0.0
41332,1,4,4,4,4,3,1,3,0,2,4,847.0
41371,4,4,4,4,4,3,1,3,0,3,3,0.0
41373,7,4,4,4,4,3,1,3,0,2,4,46.0
41376,1,4,4,4,4,3,1,3,0,2,3,79.0
41384,3,4,4,4,4,3,0,3,0,2,3,0.0
41385,4,4,4,4,4,3,0,3,0,1,3,0.0
41386,0,4,4,4,4,3,1,3,0,1,4,121.0
41395,3,4,4,4,4,3,0,0,0,1,1,0.0
41396,5,4,4,4,4,3,0,0,0,1,1,2.0
41398,0,4,4,4,4,3,0,0,0,1,1,88.0
41412,0,4,4,4,4,3,1,0,0,1,3,0.0
41413,0,4,4,4,4,3,0,0,0,1,1,9.0
41415,0,4,2,4,4,1,0,4,0,2,4,727.0
41441,0,4,2,4,4,1,0,0,0,1,0,35.0
41456,2,4,2,4,4,1,1,2,0,2,2,15.0
41457,0,4,2,4,4,1,1,3,5,2,5,225.0
41486,0,4,2,4,4,1,1,3,5,2,5,119.0
41509,6,4,2,4,4,1,1,0,0,2,5,13.0
41517,0,4,2,4,4,1,1,3,5,1,5,333.0
41556,0,4,2,4,4,1,1,3,5,1,5,199.0
41575,0,4,2,4,4,1,0,0,0,1,3,27.0
41589,0,4,2,4,4,1,0,0,0,1,1,9.0
41595,2,4,2,4,4,1,1,0,1,1,5,15.0
41600,4,4,2,4,4,1,0,0,0,1,1,43.0
41612,6,4,2,4,4,1,0,5,0,1,0,0.0
41613,4,1,2,4,4,3,0,0,0,2,1,0.0
41614,0,1,2,4,4,3,1,3,0,3,1,239.0
41647,0,1,2,4,4,3,0,0,0,2,0,0.0
41648,0,1,2,4,4,3,1,2,0,2,4,0.0
41649,0,1,2,4,4,3,1,2,0,1,2,0.0
41650,0,1,2,4,4,3,0,1,0,1,4,0.0
41651,3,1,2,4,4,3,0,0,0,1,0,0.0
41652,0,1,2,4,4,3,0,1,0,1,5,0.0
41653,0,1,2,4,4,3,0,5,0,1,2,0.0
41654,0,4,2,4,4,1,0,0,0,1,1,216.0
41677,0,4,2,4,4,1,0,4,0,1,1,87.0
41702,2,4,2,4,4,1,0,0,0,1,3,0.0
41705,2,4,1,4,4,1,0,0,0,2,1,0.0
41706,2,3,4,2,3,4,0,0,1,2,3,98.0
41729,1,3,4,2,3,4,0,0,0,2,1,69.0
41736,4,3,4,2,3,4,0,0,0,2,0,0.0
41737,1,3,4,2,3,4,0,0,0,3,3,30.0
41740,2,3,4,2,3,4,1,0,1,1,5,676.0
41784,0,3,4,2,3,4,0,1,0,1,2,0.0
41785,2,3,4,2,3,4,0,0,0,1,2,0.0
41787,2,4,2,3,3,1,0,0,0,1,1,16.0
41790,2,4,2,3,3,1,0,0,0,1,0,0.0
41792,1,4,2,3,3,1,0,3,0,1,3,31.0
41795,1,4,4,2,3,2,1,2,0,1,2,18.0
41797,1,4,4,2,3,2,0,1,0,1,2,0.0
41798,0,4,4,2,3,2,0,4,0,2,2,83.0
41817,0,4,4,2,3,2,0,0,0,2,1,23.0
41825,0,4,4,2,3,2,1,0,5,1,5,70.0
41842,1,4,4,2,3,2,0,1,0,1,4,10.0
41846,0,4,4,2,3,2,1,2,0,1,3,29.0
41856,4,4,4,2,3,2,0,1,0,1,3,0.0
41857,3,4,4,2,3,2,0,0,2,1,0,0.0
41858,0,3,1,3,3,1,1,3,0,2,3,0.0
41859,0,3,1,3,3,1,1,0,0,3,4,37.0
41872,0,3,4,4,4,3,1,3,0,2,3,54.0
41896,1,3,4,4,4,3,0,1,0,4,3,0.0
41897,1,3,4,4,4,3,1,2,0,1,2,0.0
41899,5,3,4,4,4,3,0,0,0,2,3,0.0
41901,5,3,4,4,4,3,0,0,0,3,3,0.0
41904,2,3,4,4,4,3,1,2,1,1,5,27.0
41918,0,3,4,4,4,3,1,2,0,1,5,851.0
41942,1,3,4,4,4,3,0,0,0,1,4,0.0
41943,2,3,4,4,4,3,1,0,1,1,5,0.0
41944,1,3,4,4,4,3,0,4,0,1,3,0.0
41945,2,3,4,4,4,3,0,0,0,1,0,0.0
41946,2,3,4,4,4,3,0,0,0,1,1,0.0
41947,0,2,4,1,1,4,0,0,0,1,4,1.0
41948,0,2,4,1,1,4,0,0,0,2,1,0.0
41949,0,2,4,1,1,4,0,0,0,2,2,0.0
41951,2,2,4,1,1,4,0,0,0,1,0,0.0
41952,1,2,4,1,1,4,0,1,0,1,1,0.0
41953,2,2,4,1,1,4,0,0,0,1,1,0.0
41954,0,2,4,1,1,4,0,0,0,1,2,0.0
41955,0,2,4,1,1,4,1,2,0,1,2,0.0
41956,3,2,4,1,1,4,0,0,0,1,4,5.0
41959,0,2,4,1,1,4,0,0,0,1,0,0.0
41960,0,2,4,1,1,4,0,0,0,1,1,0.0
41961,5,2,4,1,1,4,1,2,0,1,1,0.0
41962,1,2,2,3,3,2,0,4,0,1,2,0.0
41963,1,2,2,3,3,2,0,1,5,1,2,0.0
41964,2,4,3,4,4,2,0,0,0,3,2,0.0
41965,0,4,3,4,4,2,0,0,0,3,1,3.0
41966,0,4,3,4,4,2,0,1,0,2,1,0.0
41967,2,4,3,4,4,2,0,0,0,2,2,32.0
41976,6,4,3,4,4,2,0,0,0,2,1,35.0
41985,1,4,3,4,4,2,1,0,0,2,0,64.0
41995,6,4,3,4,4,2,1,2,0,3,1,16.0
42001,0,4,3,4,4,2,1,2,0,2,4,28.0
42004,1,4,3,4,4,2,1,2,0,2,1,67.0
42012,1,4,3,4,4,2,0,0,0,2,3,0.0
42013,2,4,3,4,4,2,0,0,0,3,1,9.0
42017,0,4,3,4,4,2,0,3,0,2,5,53.0
42028,2,4,3,4,4,2,1,3,0,2,1,256.0
42054,3,4,3,4,4,2,1,2,0,2,0,9.0
42057,0,4,3,4,4,2,0,0,0,2,0,0.0
42058,2,4,3,4,4,2,0,0,0,3,0,8.0
42062,2,4,3,4,4,2,0,0,0,2,0,6.0
42066,0,4,3,4,4,2,0,0,0,2,1,61.0
42079,0,4,3,4,4,2,0,0,0,2,3,0.0
42080,0,4,3,4,4,2,1,2,0,2,3,17.0
42082,2,4,3,4,4,2,0,0,0,2,0,158.0
42100,2,4,3,4,4,2,0,0,0,2,0,4.0
42103,0,4,3,4,4,2,1,2,0,3,1,76.0
42108,7,4,3,4,4,2,0,0,0,1,1,475.0
42138,2,4,3,4,4,2,0,0,0,1,1,43.0
42151,4,4,3,4,4,2,0,0,0,1,0,0.0
42153,4,4,3,4,4,2,0,0,0,1,0,64.0
42179,2,4,3,4,4,2,0,0,0,1,0,14.0
42184,0,4,3,4,4,2,1,1,0,1,0,0.0
42185,0,4,3,4,4,2,1,1,0,1,0,6.0
42186,0,4,3,4,4,2,1,2,0,2,0,0.0
42187,0,4,3,4,4,2,1,2,0,2,0,6.0
